Code,Label
0603901000,Gypsophiles
0603909100,"Teints, blanchis ou impregnes"
0603909900,Autres
0604201000,Mousses et lichens
0604202000,Feuillages d'Asparagus setaceus
0604209000,Autres
0604901000,Mousses et lichens
0604902000,Feuillages d'Asparagus setaceus
0604909000,Autres
0701100000,De semence
0701901000,Destinees a la fabrication de la fecule
0701909100,De primeurs
0701909900,Autres
0702001000,Destinees pour la transformation 
0702009000,Autres 
0703101000,De semence
0703109000,Autres
0703201000,De semence
0703209000,Autres
0703901000,Poireaux
0703902000,Ciboulette (ou civette)
0703903000,Ciboule (ou cive)
0703909000,Autres legumes alliaces
0704100000,Choux-fleurs et choux brocolis
0704200000,Choux de Bruxelles
0704901000,Choux blancs
0704902000,Choux rouges
0704909000,Autres
0705110000,Pommees
0705190000,Autres
0705210000,Witloof (Chicorium intybus var. foliosum)
0705291000,Chicorees scaroles (Cichorium endivia var. latifolia)
0705292000,Chicorees frisees (Cichorium endivia var. crispa)
0705299000,Autres
0706101000,Carottes
0706109000,Navets
0706901000,Betteraves a salades
0706902000,Celeris-raves
0706903000,Radis
0706909000,Autres
0707001000,Concombres
0707002000,Cornichons
0708101000,Pois ecosses
0708102000,Pois non ecosses
0708201000,Haricots ecosses
0708202000,Haricots non ecosses
0708901100,Ecosses
0708901200,Non ecosses
0708902000,Pois chiches
0708903000,Lentilles
0708904000,Graines de guaree
0708909000,Autres
0709200000,Asperges
0709300000,Aubergines
0709400000,Celeris autres que les celeris-raves
0709510000,Champignons du genre Agaricus
0709520000,Champignons du genre Boletus
0709530000,Champignons du genre Cantharellus
0709540000,Shiitake (Lentinus edodes)
0709550000,"Matsutake (Tricholoma matsutake, Tricholoma magnivelare, Tricholoma anatolicum, Tricholoma dulciolens, Tricholoma caligatum)"
0709560000,Truffes (Tuber spp.)
0709590000,Autres
0709600000,Piments du genre capsicumou du genre pimenta
0709700000,"Epinards, tetragones (epinards de Nouvelle-Zelande) et arroches (epinards geants)"
0709910000,Artichauts
0709920000,Olives
0709930000,"Citrouilles, courges et calebasses (Cucurbita spp.)"
0709991000,Capres
0709992000,Cardes et cardons
0709993000,Fenouil
0709994000,Mais doux
0709999000,Autres
0710101000,Non cuites
0710102000,Cuites a l'eau ou a la vapeur
0710211000,Non cuits
0710212000,Cuits a l'eau ou a la vapeur
0710221000,Non cuits
0710222000,Cuits a l'eau ou a la vapeur
0710291100,Non cuites
0710291200,Cuites a l'eau ou a la vapeur
0710292100,Non cuits
0710292200,Cuits a l'eau ou a la vapeur
0710293100,Non cuits
0710293200,Cuits a l'eau ou a la vapeur
0710294100,Non cuites
0710294200,Cuites a l'eau ou a la vapeur
0710299100,Non cuits
0710299200,Cuits a l'eau ou a la vapeur
0710301000,Non cuits
0710302000,Cuits a l'eau ou a la vapeur
0710401000,Non cuits
0710402000,Cuits a l'eau ou a la vapeur
0710801100,Non cuits
0710801200,Cuits a l'eau ou a la vapeur
0710802100,Non cuits
0710802200,Cuits a l'eau ou a la vapeur
0710803100,Non cuits
0710803200,Cuits a l'eau ou a la vapeur
0710804100,Non cuites
0710804200,Cuites a l'eau ou a la vapeur
0710805100,Non cuits
0710805200,Cuits a l'eau ou a la vapeur
0710806100,Non cuits
0710806200,Cuits a l'eau ou a la vapeur
0710807100,Non cuits
0710807200,Cuits a l'eau ou a la vapeur
0710808100,Non cuits
0710808200,Cuits a l'eau ou a la vapeur
0710809100,Non cuits
0710809200,Cuits a l'eau ou a la vapeur
0710901000,Non cuits
0710902000,Cuits a l'eau ou a la vapeur
0711201000,Conserves au moyen de gaz sulfureux
0711202000,"Conserves dans l'eau salee, soufree ou additionnee d'autres substances"
0711209000,Autrement conserves
0711401000,Conserves au moyen de gaz sulfureux
0711402000,"Conserves dans l'eau salee, soufree ou additionnee d'autres substances"
0711409000,Autrement conserves
0711511000,Conserves au moyen de gaz sulfureux
0711512000,"Conserves dans l'eau salee, soufree ou additionnee d'autres substances"
0711519000,Autrement conserves
0711591000,Conserves au moyen de gaz sulfureux
0711592000,"Conserves dans l'eau salee, soufree ou additionnee d'autres substances"
0711599000,Autrement conserves
0711901100,"Piments du genre Capsicum ou du genre Pimenta, a     l'exclusion des piments doux ou poivrons"
0711901200,Maîs doux
0711901300,Oignons
0711901400,Capres
0711901500,Tomates
0711901900,Autres
0711902100,Contenant principalement des piments
0711902900,Autres 
0712200000,Oignons 
0712310000,Champignons du genre Agaricus
0712320000,Oreilles-de-Judas (Auricularia spp.)
0712330000,Tremelles (Tremella spp.)
0712340000,Shiitake (Lentinus edodes)
0712391000,Truffes
0712399000,Autres
0712901000,"Pommes de terre, meme coupees en morceaux ou en tranches ou bien broyees ou pulverisees, mais non autrement preparees"
0712902000,Destines a l'assaisonnement
0712909110,Tomates
0712909120,Carottes
0712909130,Maîs doux
0712909140,Alux
0712909190,Autres legumes
0712909200,Melanges de legumes
0713101000,De semence
0713109100,Pois secs entiers
0713109200,Pois secs cassés
0713201000,De semence
0713209000,Pois chiches autre que de semence
0713311000,De semence
0713319000,Autres
0713321000,De semence
0713329000,Haricots «petits rouges» autre que de semence
0713331000,De semence
0713339000,Haricots communs autre que de semence
0713341000,De semence
0713349000,Autres
0713351000,De semence
0713359000,Autres
0713391000,De semence
0713399000,Autres
0713401000,De semence
0713409100,Lentille rouge ou corail
0713409200,Lentille verte ou brune
0713409900,Autres lentilles
0713501000,De semence
0713509100,"Fèves et féveroles, entières"
0713509200,"Fèves et féveroles, cassées"
0713601000,De semence
0713609000,Autres
0713901000,De semence
0713909000,Autres
0714101000,Fraiches ou refrigerees
0714102000,Congelees
0714103000,Sechees
0714201000,Fraiches ou refrigerees
0714202000,Congelees
0714203000,Sechees
0714301000,Fraiches ou refrigerees
0714302000,Congelees
0714303000,Sechees
0714401000,Frais ou refrigeres
0714402000,Congeles
0714403000,Seches
0714501000,Frais ou refrigeres
0714502000,Congeles
0714503000,Seches
0714901000,Frais ou refrigeres
0714902000,Congeles
0714903000,Seches
0801110000,Dessechees 
0801120000,En coques internes (endocarpe)
0801190000,Autres 
0801211000,Fraîches
0801212000,Seches
0801220000,Sans coques
0801311000,Fraîches
0801312000,Seches
0801320000,Sans coques
0802111100,Fraîches
0802111200,Seches
0802112100,Fraîches
0802112200,Seches
0802121000,Ameres
0802122000,Douces
0802211000,Fraîches
0802212000,Seches
0802220000,Sans coques
0802311000,Fraîches
0802312000,Seches
0802320000,Sans coques 
0802411000,Frais
0802412000,Secs
0802420000,Sans coques 
0802511000,Fraîches
0802512000,Seches
0802520000,Sans coques 
0802611000,Fraîches
0802612000,Seches
0802620000,Sans coques 
0802701000,Fraîches
0802702000,Seches
0802801000,Fraîches
0802802000,Seches
0802910000,"Pignons, en coques"
0802920000,"Pignons, sans coques"
0802991100,Fraîches
0802991200,Sèches
0802999100,Frais
0802999200,Secs
0803101000,Frais
0803102000,Secs
0803901000,Fraîches
0803902000,Seches
0804101111,D'un poids inférieur ou égal à 1 kg
0804101112,D'un poids supérieur à 1 kg
0804101120,Non conditionnées pour la vente au détail
0804101211,D'un poids inférieur ou égal à 1 kg
0804101212,D'un poids supérieur à 1 kg
0804101220,Non conditionnées pour la vente au détail
0804105110,D'un poids inférieur ou égal à 1 kg
0804105120,D'un poids supérieur à 1 kg
0804105200,Non conditionnées pour la vente au détail
0804109100,Préparées par méthode traditionnelle
0804109910,Dattes écrasées
0804109920,Dattes destinées à la transformation industrielle
0804109991,Etuvées
0804109992,Non étuvées
0804201000,Fraîches
0804202000,Seches
0804203000,Denaturees
0804301000,Frais
0804302000,Secs
0804400000,Avocats
0804501000,Frais
0804502000,Secs
0805101000,Fraîches
0805102000,Seches
0805211000,Fraîches
0805212000,Seches
0805221000,Fraîches
0805222000,Seches
0805291100,Fraîches
0805291200,Seches
0805292100,Fraîches
0805292200,Seches
0805293100,Fraîches
0805293200,Seches
0805299100,Frais
0805299200,Secs
0805401000,Fraiches
0805402000,Seches
0805501100,Frais
0805501200,Secs
0805502100,Frais
0805502200,Secs
0805901000,Frais
0805902000,Secs
0806101000,De table
0806109000,Autres
0806201000,Raisin de Corinthe
0806202000,Sultanine
0806203000,Raisins secs Thompson
0806204000,Raisins secs Muscatels
0806209000,Autres raisins secs
0807110000,Pasteques
0807190000,Autres
0807200000,Papayes
0808101000,Pour la transformation
0808109000,Autres
0808301000,Pour la transformation
0808309000,Autres
0808400000,Coings
0809101000,Pour la transformation
0809109000,Autres
0809210000,Cerises acides (Prunus cerasus)
0809290000,Autres
0809301000,Pour la transformation
0809309000,Autres
0809401000,Pour la transformation
0809409000,Autres
0810100000,Fraises
0810201000,Framboises
0810209000,Autres
0810301100,Cassis
0810301200,Groseilles a grappes rouges
0810309000,Autres
0810401000,Airelles
0810402000,Myrtilles
0810403000,Fruits du vaccinuim macrocarpon
0810409000,Autres
0810500000,Kiwis
0810600000,Durians
0810700000,Kakis (Plaquemines)
0810901000,Figues de Barbarie
0810909000,"Autres (grenades, figues de Barbarie, kakis, jujubes, etc.)"
0811101100,Non cuites
0811101200,Cuites a l'eau ou a la vapeur
0811102100,Non cuites
0811102200,Cuites a l'eau ou a la vapeur
0811201100,Non cuits
0811201200,Cuits a l'eau ou a la vapeur
0811202100,Non cuits
0811202200,Cuits a l'eau ou a la vapeur
0811901110,Non cuites
0811901120,Cuites a l'eau ou a la vapeur
0811901210,Non cuites
0811901220,Cuites a l'eau ou a la vapeur
0811902110,Non cuits
0811902120,Cuits a l'eau ou a la vapeur
0811902210,Non cuits
0811902220,Cuits a l'eau ou a la vapeur
0811903110,Non cuits
0811903120,Cuits a l'eau ou a la vapeur
0811903210,Non cuits
0811903220,Cuits a l'eau ou a la vapeur
0811909110,Non cuits
0811909120,Cuits a l'eau ou a la vapeur
0811909210,Non cuits
0811909220,Cuits a l'eau ou a la vapeur
0812100000,Cerises
0812901000,Abricots
0812902000,Oranges
0812903000,Fraises
0812904000,Papayes
0812905000,Cedrats
0812906000,Prunes reine-claude
0812907000,Mangues
0812908000,Myrtilles
0812909000,Autres
0813100000,Abricots
0813200000,Pruneaux
0813300000,Pommes
0813401000,Peches (y compris les brugnons et nectarines)
0813402000,Poires
0813403000,Papayes
0813409000,Autres
0813501000,Composes principalementd'agrumes
0813502000,Composes principalement de dattes
0813509100,Composes principalement de fruits a coques
0813509200,Composes principalement de raisins
0813509300,"Composes principalement de bananes, ananas, avocats, goyaves, mangues ou mangoustans"
0813509400,"Autres, sans pruneaux"
0813509900,Autres
0814001000,Fraîches
0814002000,Congelees
0814003000,"Presentees dans l'eau salee, soufree ou additionnee d'autres substances"
0814004000,Sechees
0901111000,Cafe robusta 
0901112000,Cafe Arabica
0901119000,Autres
0901120000,Decafeine
0901211100,En emballaged'un poids n’excedant pas 1 Kg
0901211900,Autres
0901212100,En emballaged'un poids n’excedant pas 1 Kg
0901212900,Autres
0901221100,En emballaged'un poids n’excedant  pas 1 Kg
0901221900,Autres
0901222100,En emballaged'un poids n’excedant  pas 1 Kg
0901222900,Autres
0901901100,Non torrefiees
0901901200,Torrefiees
0901902000,Succedanes du cafe contenant du cafe
0902101000,En sachets de portion individuelle
0902109000,Thé vert (non fermenté) présenté sous autres formes
0902200000,The vert (non fermente) presente autrement
0902301000,En sachets de portion individuelle
0902309000,Autres 
0902400000,"The noir (fermente) et the partiellement fermente, presentes autrement"
0903000000,Mate.
0904110000,Non broye ni pulverise 
0904120000,Broye ou pulverise
0904210000,"Seches, non broyes ni pulverises "
0904220000,Broyes ou pulverises
0905100000,Non broyee ni pulverisee
0905200000,Broyee ou pulverisee
0906110000,Cannelle (Cinnamomum zeylanicum blume)
0906190000,Autres
0906200000,Broyees ou pulverisees
0907100000,Non broyes ni pulverises
0907200000,Broyes ou pulverises
0908110000,Non broyes ni pulverises
0908120000,Broyees ou pulverisee
0908210000,Non broye ni pulverise 
0908220000,Broye ou pulverise
0908310000,Non broyes ni pulverises 
0908320000,Broyes ou pulverises
0909210000,Non broyees ni pulverisees 
0909220000,Broyees ou pulverisees
0909310000,Non broyees ni pulverisees 
0909320000,Broyees ou pulverisees
0909611000,Graines de fenouil de semence
0909612000,Graines de fenouil autres que de semence
0909619100,Graines d'anis
0909619200,Graines  de badiane
0909619300,Graines de carvi 
0909619900,Baies de genièvre
0909621000,Graines de fenouil
0909629100,Graines d'anis
0909629200,Graines  de badiane
0909629300,Graines de carvi
0909629900,Autres
0910110000,Non broye ni pulverise 
0910120000,Broye ou pulverise
0910201000,Non broye ni pulverise 
0910202000,Broye ou pulverise
0910301000,Non broye ni pulverise 
0910302000,Broye ou pulverise
0910911000,Non broye ni pulverise 
0910912100,Prepares par methode traditionnelle et conditionnes dans des sachets n’excedant pas 250 grammes
0910912900,Autres
0910991000,Graines de fenugrec
0910992100,Non broye ni pulverise 
0910992200,Broye ou pulverise
0910993000,Feuilles de laurier
0910994000,Curry
0910999100,Non broye ni pulverise 
0910999200,Broye ou pulverise
1001110000,De semence
1001191000,Blé dur en vrac
1001199000,Blé dur autrement présenté
1001911000,Ble tendre
1001919000,Autres
1001991000,Ble tendre
1001999000,Autres
1002100000,De semence
1002900000,Autres
1003100000,De semence
1003901000,Destine a l'alimentation de betails et de volailles
1003909000,Autres
1004100000,De semence
1004900000,Autres
1005100000,De semence 
1005901000,Destine a l'alimentation de betails et de volailles
1005909000,Autres
1006101000,De semence 
1006109000,Autres
1006201000,Etuve
1006209000,Autres
1006301000,etuve 
1006309000,Non étuvé
1006400000,Riz en brisures
1007100000,De semence
1007900000,Autres
1008101000,De semence
1008109000,Autres
1008210000,De semence
1008291000,Millet du type utilisé pour l'alimentation humaine
1008292000,Millet du type utilisé pour l'alimentation des oiseaux
1008299000,Autres types de millet
1008301000,De semence
1008309000,Alpiste autre que de semence
1008401000,De semence
1008409000,Autres
1008501000,De semence
1008509000,Autres
1008601000,De semence
1008609000,Autres
1008901000,De semence 
1008909100,Dari
1008909900,Autres
1101001110,Farine de ble moulue par methode traditionnelle et conditionne dans des sacs ou paquet  n’excedant pas 10 kg
1101001190,Autres
1101001200,De froment tendre
1101002000,De meteil
1102200000,Farine de maïs 
1102901100,Farine de seigle moulue  par methode traditionnelle et conditionnee dans des sacs ou paquet  n’excedant pas 10 kg
1102901900,Autres
1102909110,Farined'orge moulue  par methode traditionnelle et conditionnee dans des sacs ou paquet  n’excedant pas 10 kg
1102909190,Autres
1102909200,d'avoine
1102909310,Farine de riz moulue  par methode traditionnelle et conditionnee dans des sacs ou paquet  n’excedant pas 10 kg
1102909390,Autres
1102909900,Autres
1103111100,Gruaux de ble prepare par methode traditionnelle  et conditionne dans des sacs ou paquet  n’excedant pas 10 kg
1103111910,De froment (ble) dur
1103111920,De froment (ble) tendre et d epeautre
1103112100,Semoules de ble prepare par methode traditionnelle et conditionne dans des sacs ou paquet  n’excedant pas 10 kg
1103112910,De froment (ble) dur
1103112920,De froment (ble) tendre et d epeautre
1103131100,Gruaux
1103131200,semoules
1103139100,Gruaux
1103139200,semoules
1103191100,Gruaux
1103191200,Semoules
1103192110,Gruauxd'orge preparee par methode traditionnelle et conditionne dans des sacs ou paquet  n’excedant pas 10 kg
1103192190,Autres
1103192210,Semouled'orge preparee par methode traditionnelle et conditionne dans des sacs ou paquet n’excedant pas 10 kg
1103192290,Autres
1103193100,Gruaux
1103193200,Semoules
1103194100,Gruaux
1103194200,Semoules
1103199100,Gruaux
1103199200,Semoules
1103201000,de seigle
1103202000,d'orge
1103203000,d'avoine
1103204000,de maïs
1103205000,de riz
1103206100,dur
1103206200,tendre
1103206900,Autres
1103209000,Autres
1104121000,Grains aplatis
1104122000,Flocons
1104191000,de froment (ble)
1104192000,de seigle
1104193000,de maïs
1104194100,grains aplatis
1104194200,flocons
1104195000,De sarrasin
1104196000,De riz
1104199000,Autres
1104220000,D'avoine
1104230000,De maïs
1104291000,D'orge
1104292000,De froment (ble)
1104293000,De seigle
1104299000,D'autres cereales
1104300000,"Germes de cereales, entiers, aplatis, en flocons ou moulus"
1105100000,"Farine, semoule et poudre"
1105200000,"Flocons, granules et agglomeres sous forme de pellets "
1106101000,Prepares par methode traditionnelle et conditionnes dans des sacs ou paquet  n’excedant pas 10 kg
1106109100,De pois
1106109200,D'haricots
1106109300,De lentilles
1106109900,"D'autres legumes a cosse sec du N  07,13"
1106201000,Denaturees
1106209000,Autres
1106301000,De bananes
1106302000,De noix de coco
1106303000,D'amandes
1106304000,De dattes
1106309000,D'autres produits du Chapitre 8
1107101100,Presente sous forme de farine
1107101900,Malt de froment sous autres formes
1107109100,Presente sous forme de farine
1107109900,"Autre malt, non torréfié"
1107200000,Torrefie
1108110000,Amidon de froment (ble)
1108120000,Amidon de maïs
1108130000,Fecule de pomme de terre
1108140000,Fecule de manioc (cassave)
1108191000,De riz
1108199000,Autres
1108200000,Inuline
1109001000,Sous forme liquide
1109002000,Sous forme de poudre
1109009000,Sous autres formes
1201100000,De semence
1201901000,Importees par l’industrie alimentaire
1201909000,Autres
1202300000,De semence
1202410000,En coques
1202420000,"Decortiquees, meme concassees"
1203000000,Coprah.
1204001000,De semence
1204009000,Autres
1205101100,De navettes
1205101200,De colza
1205109100,Graines de colza importees par l’industrie alimentaire
1205109910,De navettes
1205109920,De colza
1205901100,De navettes
1205901200,De colza
1205909100,De navettes
1205909200,De colza
1206001000,De semence
1206009100,Importees par l’industrie alimentaire
1206009910,En coques
1206009920,Sans coques
1206009990,Autres
1207101000,De semence
1207109000,Autres 
1207210000,De semence
1207290000,Autres
1207301000,De semence
1207309000,Autres 
1207401000,De semence
1207409000,Graines de sésame autres que de semence
1207501000,De semence
1207509000,Graines de moutarde autres que de semence
1207601000,De semence
1207609000,Autres
1207701000,De semence
1207709000,Autres 
1207911000,De semence
1207919000,Autres 
1207991000,De semence
1207999010,Graines de chanvre
1207999090,Autres
1208100000,De feves de soja
1208901000,Farinesd'arachides
1208902000,Farines de graines de tournesol 
1208903000,Farines de graines de colza 
1208904000,Farines de graines de navette
1208905000,Farines  de carthame 
1208906000,Farines de coprah
1208907000,Farines de coton 
1208909100,Farines de graines de lin
1208909200,Farines de noix et farinesd'amandes de palmiste
1208909300,Farines de graines de sesame
1208909400,Farines de graines de melon
1208909900,Farinesd'autres graines ou de fruits oleagineux 
1209100000,Graines de betteraves a sucre
1209210000,De luzerne
1209220000,De trefle (Trifolium spp.)
1209231000,Fetuque rouge
1209232000,Fetuque des pres
1209239000,Autres
1209240000,Du paturin des pres du Kentucky (Poa pratensis L.)
1209250000,"De ray grass (Lolium multiflorum Lam., Lolium perenne L.)"
1209291000,Graines d'grostide
1209292000,Graines de brome
1209293000,Graines d'agropyrum
1209294000,Graines de fleole des pres
1209299000,Autres graines fourrageres
1209300000,Graines de plantes herbacees utilisees principalement pour leurs fleurs
1209911100,"Graines de choux-raves (Brassica oleracea, var : caulorapa et gongylodes L)"
1209911200,Graines de choux
1209911300,Graines de choux fleurs
1209911900,Autres
1209912100,Graines de carottes
1209912200,Graines de navets
1209912300,Graines de radis
1209912400,"Graines de betteraves à salade ou ""betteraves rouges"""
1209912900,Autres
1209913100,Graines de citrouilles ou de courges
1209913200,Graines de potiron
1209913300,Graines de courgettes
1209914000,Graines de tomates
1209915100,Graines du poivron
1209915200,Graines de piment
1209916100,Graines d'épinards
1209916200,Graines de laitues
1209916300,Graines de cardes
1209916400,Graines d'artichauts
1209916500,Graines de persil
1209916600,Graines de céleri
1209917100,Graines d'aubergine
1209917200,Graines du concombre
1209917300,Graines d'oignon
1209919000,Graines d'autres légumes
1209991000,Graines forestieres
1209992000,Graines de d'arbres fruitiers
1209993100,Graines de menthe
1209993200,Graines du basilic
1209999000,Autres
1210100000,"Cones de houblon, non broyes ni moulus ni sous forme de pellets"
1210201000,Cones de houblonbroyes ou  moulus
1210202000,Cones de houblonsous forme de pellets
1210203000,Lupuline
1211201000,Fraiches
1211202000,Congelées ou  réfrigérées
1211203000,Seches
1211301000,Fraiche
1211302000,Congelée ou  réfrigérée
1211303000,Seche
1211401000,Fraiche
1211402000,Congelée ou  réfrigérée
1211403000,Seche
1211501000,Frais
1211502000,Congelé ou  réfrigéré
1211503000,Sec
1211601000,Préparés par méthode traditionnelle à des fins médicinales
1211609100,Frais
1211609200,Secs
1211609300,Congelés ou réfrigérés
1211901000,Prepares par methode traditionnelle a des fins medicinales
1211909100,Chanvre indien et Kat
1211909910,Frais
1211909920,Secs
1211909930,Congelés ou  réfrigérés
1212211000,Fraiches ou refrigerees
1212212000,Congelees ou sechees
1212291000,Souche de phytoplancton
1212299100,Fraiches ou refrigerees
1212299200,Congelees ou sechees
1212911000,Fraiches ou refrigerees
1212912000,Congelees ou sechees
1212921100,Fraiches ou refrigerees
1212921200,Congelees ou sechees
1212922000,"Caroubes concassees, en grumeaux ou en farine"
1212931000,Fraîches ou refrigerees
1212932000,Congelees ou sechees
1212940000,Racines de chicoree
1212992100,De semence
1212992900,Autres
1212999100,De semence
1212999900,Autres
1213000000,"Pailles et balles de cereales brutes, meme hachees, moulues, pressees ou agglomerees sous forme de pellets."
1214100000,Farine et agglomeres sous forme de pellets de luzerne
1214901000,Betteraves fourrageres
1214902000,Rutabagas
1214903000,Racines fourrageres
1214904000,Foin
1214905000,Trefle
1214906000,Sainfoin
1214907000,Choux fourragers
1214908000,Lupin et vesces
1214909000,Autres produits fourragers
1301200000,Gomme arabique
1301901000,Gomme laque
1301902000,Resines de coniferes
1301903000,Baumes naturelles
1301904000,Resine de Cannabis
1301909000,Autres
1302111000,Concentre de paille de pavot
1302119000,Autres
1302120000,De reglisse
1302130000,De houblon
1302140000,D’éphédra
1302191000,Extraits de gomme
1302192000,De pyrethre ou de racines de plantes a rotenone
1302193000,Sucs et extraits d'aloès
1302194000,Sucs et extraits de ginseng
1302199000,Autres sucs et extraits végétaux
1302201000,A l’etat sec
1302209000,Autres
1302311000,Modifie
1302319000,Autres
1302321000,Modifie
1302329000,Autres
1302391000,Modifie
1302399000,"Autres mucilages et épaississants, non modifiés"
1401101000,Bruts ou simplement refendus
1401109000,Autres
1401201000,Bruts ou simplement refendus
1401209000,Autres
1401901000,Ecorces de tilleul
1401909000,Autres
1404201000,Bruts 
1404202100,En masse
1404202900,Autres
1404901000,"Grains durs, pepins, coques, noix a tailler"
1404902000,Alfa
1404903000,Sparte et diss
1404904000,Henne
1404909000,Autres
1501101000,Destines a des usages industriels
1501109000,Autres
1501201000,Graisses d'os
1501209100,Destinees a des usages industriels
1501209900,Autres
1501901000,Graisses d'os
1501902000,Graisses de dechets 
1501909100,Brutes
1501909200,Raffinees
1502101000,Destines a des usages industriels
1502109000,Autres
1502901100,Destines a des usages industriels
1502901900,Autres
1502902100,Destines a des usages industriels
1502902900,Autres
1502903000,"Autres, de bovins"
1502904000,"Autres, d'ovins"
1502909000,"Autres, de caprins"
1503001100,Destinees a des usages industriels
1503001900,Autres
1503002100,Destinee a des usages industriels
1503002900,Autres
1503009110,Destinee a des usages industriels
1503009190,Autres
1503009210,Destinee a des usages industriels
1503009290,Autres
1504101100,Destinees a la fabrication de medicaments
1504101900,Autres
1504109100,Destinees a la fabrication de medicaments
1504109900,Autres
1504201100,Destines a des usages  industriels
1504201900,Autres
1504202000,Acides gras polyinsaturés
1504209000,Autres
1504301100,Destines a des usages  industriels
1504301900,Autres
1504309000,Autres
1505001000,Graisse de suint brute (suintine)
1505009100,Oleine  de suint
1505009200,Stearine de suint
1505009300,Lanoline
1505009900,Autres
1506001110,Graisses d'equides
1506001190,Autres
1506001200,Graisses d'os  et  de moelle d'os
1506001300,Graisses de dechets
1506001900,Autres graisses 
1506002110,Destinees a des usages  industriels
1506002190,Autres
1506002210,Destinees a des usages  industriels
1506002290,Autres
1506002310,Pour l’utilisation en  pharmaceutique ou en  parfumerie
1506002390,Autre
1506002400,Huile de jaune d'oeuf
1506002500,Huile d'oeufs de tortue
1506002900,Autres huiles
1507101000,Pour l'industrie alimentaire
1507109000,Autres
1507901000,Destines a des usages  industriels
1507909000,Autres
1508101000,Pour l'industrie alimentaire
1508109000,Autres
1508901000,Destines a des usages  industriels
1508909000,Autres
1509201000,Pour l'industrie alimentaire
1509209100,Extraite et préparées par méthode traditionnelle et destinées à la consommation en l'état
1509209900,Autres
1509301000,Pour l'industrie alimentaire
1509309100,Extraite et préparées par méthode traditionnelle et destinées à la consommation en l'état
1509309900,Autres
1509401000,Pour l'industrie alimentaire
1509409100,Extraite et préparées par méthode traditionnelle et destinées à la consommation en l'état
1509409900,Autres
1509901100,Destinees a des usages  industriels
1509901900,Autres
1509909100,Destines a des usages  industriels
1509909900,Autres
1510101000,Destinés à des usages industriels
1510109000,Autres
1510901100,Destinés à des usages industriels
1510901900,Autres
1510902100,Destinées à des usages industriels
1510902910,Huiles d’olives extraite et préparée par méthode traditionnelle
1510902990,Autres
1510909100,Destinés à des usages industriels
1510909910,Extraites et préparées par méthode traditionnelle
1510909990,Autres
1511101000,Pour l'industrie alimentaire
1511109000,Autres
1511901000,Pour l'industrie alimentaire
1511909000,Autres
1512111000,Pour l'industrie alimentaire
1512119000,Autres
1512191100,Destinees a des usages  industriels
1512191900,Autres
1512199100,Destines a des usages  industriels
1512199900,Autres
1512211000,Pour l'industrie alimentaire
1512219000,Autres
1512291100,Destinees a des usages  industriels
1512291900,Autres
1512299100,Destines a des usages  industriels
1512299900,Autres
1513111000,Pour l'industrie alimentaire
1513119000,Autres
1513191100,Destines a des usages  industriels
1513191900,Autres
1513199100,Destines a des usages  industriels
1513199900,Autres
1513211000,Pour l'industrie alimentaire
1513219000,Autres
1513291100,Destinees a des usages  industriels
1513291900,Autres
1513299100,Destines a des usages  industriels
1513299900,Autres
1514111000,Pour l'industrie alimentaire
1514119000,Autres
1514191100,Destinees a des usages  industriels
1514191900,Autres
1514199100,Destines a des usages  industriels
1514199900,Autres
1514911100,Pour l'industrie alimentaire
1514911900,Autres
1514919100,Destines a des usages  industriels
1514919900,Autres
1514991100,Destinees a des usages  industriels
1514991900,Autres
1514999100,Destines a des usages  industriels
1514999900,Autres
1515111000,Destinees a des usages  industriels
1515119000,Autres
1515191100,Destinees a des usages  industriels
1515191900,Autres
1515199100,Destines a des usages  industriels
1515199900,Autres
1515211000,Pour l'industrie alimentaire
1515219000,Autres
1515291100,Destinees a des usages  industriels
1515291900,Autres
1515299100,Destines a des usages  industriels
1515299900,Autres
1515301100,Destinee a des usages  industriels
1515301900,Autres
1515309110,Destinees a des usages  industriels
1515309190,Autres
1515309910,Destines a des usages  industriels
1515309990,Autres
1515501000,"Brutes, pour l'industrie alimentaire"
1515502000,"Brutes, autres"
1515509090,Autres
1515509110,Destinees a des usages  industriels
1515509190,Autres
1515509910,Destines a des usages  industriels
1515601100,Pour l'industrie alimentaire
1515601900,Autres
1515609000,Autres
1515901100,Pour l'industrie alimentaire
1515901200,Huile de tung (d'abrasin) et ses fractions 
1515901900,Autres 
1515909110,Destinees a des usages  industriels
1515909190,Autres
1515909910,Huile de Tung
1515909920,Cire de Myrica et cire du Japon
1515909930,Suif de Borneo et suif de Chine
1515909990,Autres
1516101100,Destinee a des usages  industriels
1516101900,Autres
1516109110,Destines a des usages  industriels
1516109190,Autres
1516109210,Destines a des usages  industriels
1516109290,Autres
1516109910,Destines a des usages  industriels
1516109990,Autres
1516201100,Destinee a des usages  industriels
1516201900,Autres
1516202100,Destinee a des usages  industriels
1516202900,Autres
1516209110,Destinees a des usages  industriels
1516209190,Huiles de palme destinées pour d'autres usages
1516209210,Destinees a des usages  industriels
1516209290,Huiles de palmiste pour autres usages
1516209310,Destinees a des usages  industriels
1516209390,Autres
1516209910,Destines a des usages  industriels
1516209990,Autres
1516301000,Destinés à des usages industriels
1516309000,Autres
1517100000,"Margarine, a l'exclusion de la margarine liquide"
1517901000,"Huiles vegetales fixes, fluides, melangees"
